Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(82.28, 0.66)","(70.15, 1.99)","(43.81, 2.33)","(82.67, 0.63)","(36.42, 1.43)","(72.05, 1.3)","(37.74, 1.66)"
