Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,seed
0.8332,0.8367,0.8643,0.8637,0.575,0.5548,0.5054,0.8023,0.5051,1990
0.8328,0.8367,0.8682,0.8678,0.5819,0.563,0.505,0.7995,0.5048,1991
0.8315,0.8357,0.8707,0.8703,0.575,0.5548,0.5045,0.8034,0.504,1992
0.8236,0.8285,0.8654,0.8653,0.5729,0.5529,0.5086,0.7993,0.5086,1993
0.8358,0.8398,0.8726,0.8723,0.5733,0.5548,0.5042,0.7998,0.5048,1994
