Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.7987,0.674,0.4223,0.8027,0.3655,0.7127,0.3872,1990
0.8184,0.6915,0.4464,0.8219,0.361,0.7269,0.3701,1991
0.8293,0.7155,0.4748,0.8337,0.355,0.7284,0.371,1992
0.8381,0.698,0.4508,0.8387,0.3549,0.7315,0.3692,1993
0.8381,0.7046,0.453,0.8401,0.3565,0.7292,0.3739,1994
