Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
msalm,"(81.76, 1.0)","(82.34, 0.88)","(86.82, 0.37)","(86.84, 0.34)","(57.32, 0.48)","(55.41, 0.34)","(50.58, 0.23)","(80.22, 0.34)","(50.59, 0.24)"
