Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8381,0.6958,0.4311,0.8396,0.3786,0.703,0.3808,1990
0.8162,0.6937,0.4486,0.8203,0.3711,0.7002,0.3916,1991
0.8228,0.6893,0.4354,0.8248,0.3725,0.6987,0.3974,1992
0.8293,0.6915,0.4245,0.8297,0.3728,0.7118,0.4067,1993
0.7943,0.7002,0.4158,0.8004,0.3745,0.7117,0.3887,1994
