Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8053,0.6849,0.4114,0.8106,0.3705,0.714,0.3809,1990
0.8206,0.7155,0.4683,0.8254,0.3601,0.7244,0.3771,1991
0.8184,0.6915,0.4289,0.8193,0.3798,0.6993,0.413,1992
0.8074,0.6958,0.4376,0.8124,0.3707,0.7053,0.3811,1993
0.8337,0.709,0.4617,0.836,0.3669,0.7148,0.373,1994
