Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(81.71, 1.21)","(69.72, 0.81)","(44.42, 1.08)","(82.01, 1.05)","(36.71, 0.76)","(71.39, 0.93)","(38.6, 0.94)"
