Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8206,0.698,0.4683,0.8248,0.3596,0.7247,0.372,1990
0.8074,0.6849,0.4486,0.8104,0.3634,0.7176,0.3814,1991
0.7965,0.674,0.4398,0.7998,0.3712,0.6989,0.3726,1992
0.8228,0.7068,0.442,0.8261,0.3689,0.7177,0.3847,1993
0.8184,0.7046,0.4289,0.823,0.3646,0.725,0.3686,1994
