Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8162,0.7002,0.4595,0.8209,0.3631,0.7235,0.3748,1990
0.8184,0.7024,0.453,0.8223,0.3572,0.7179,0.3796,1991
0.6608,0.5624,0.2932,0.6735,0.5178,0.5367,0.5531,1992
0.8293,0.6937,0.4551,0.8339,0.3587,0.7206,0.3743,1993
0.8096,0.6783,0.4289,0.8127,0.3697,0.7016,0.3914,1994
