Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8249,0.7002,0.4551,0.8277,0.3654,0.7098,0.3759,1990
0.8009,0.6761,0.4289,0.8029,0.369,0.7024,0.3885,1991
0.8271,0.7024,0.4661,0.83,0.3603,0.7144,0.3765,1992
0.8162,0.7112,0.4201,0.8211,0.3761,0.7011,0.3819,1993
0.7943,0.6761,0.4136,0.7996,0.3794,0.7017,0.396,1994
