Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8162,0.6958,0.4245,0.8196,0.3543,0.7288,0.3755,1990
0.8162,0.6915,0.4311,0.8205,0.3826,0.6849,0.3997,1991
0.8293,0.6937,0.4486,0.8317,0.3638,0.7147,0.3929,1992
0.814,0.6937,0.442,0.8189,0.3737,0.7046,0.3862,1993
0.8293,0.7112,0.4551,0.8312,0.3606,0.7136,0.3808,1994
