Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8074,0.7068,0.4398,0.8117,0.3718,0.7048,0.3868,1990
0.7856,0.663,0.3764,0.7892,0.3976,0.6786,0.4208,1991
0.8249,0.6761,0.4136,0.8274,0.3966,0.6683,0.4329,1992
0.8206,0.7002,0.4311,0.8234,0.3671,0.7101,0.3733,1993
0.8162,0.6871,0.4223,0.8198,0.3716,0.7088,0.3971,1994
