Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.814,0.7046,0.4179,0.8196,0.3723,0.7063,0.3856,1990
0.8118,0.6783,0.4311,0.815,0.3672,0.7237,0.3761,1991
0.8359,0.7221,0.4705,0.8378,0.3569,0.7295,0.3702,1992
0.8162,0.709,0.4551,0.8201,0.356,0.7291,0.3627,1993
0.8009,0.6915,0.4201,0.8061,0.3748,0.7037,0.3948,1994
