Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.814,0.7068,0.4683,0.817,0.3632,0.7151,0.3755,1990
0.7987,0.6696,0.4158,0.8029,0.3728,0.7009,0.3991,1991
0.8074,0.6871,0.4245,0.813,0.3762,0.7093,0.3993,1992
0.8118,0.698,0.442,0.816,0.3616,0.7216,0.3811,1993
0.7177,0.6018,0.3326,0.7281,0.4669,0.5849,0.4872,1994
