Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8403,0.7199,0.4398,0.8443,0.3624,0.7169,0.3696,1990
0.8053,0.698,0.4092,0.811,0.3774,0.7022,0.3832,1991
0.8228,0.709,0.4376,0.827,0.3673,0.7244,0.3833,1992
0.8184,0.7024,0.4639,0.8235,0.3618,0.7202,0.3656,1993
0.8206,0.6608,0.3829,0.8246,0.3988,0.6751,0.42,1994
