Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8184,0.6937,0.4551,0.823,0.3586,0.7268,0.369,1990
0.8184,0.6871,0.4464,0.8234,0.3678,0.7168,0.386,1991
0.8096,0.6827,0.4508,0.8125,0.3654,0.711,0.3733,1992
0.8293,0.7002,0.453,0.8315,0.3598,0.7267,0.3798,1993
0.8053,0.6893,0.4354,0.809,0.3653,0.7183,0.3839,1994
