Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(81.84, 0.98)","(68.97, 1.05)","(43.02, 1.42)","(82.13, 1.06)","(36.84, 0.51)","(71.07, 0.59)","(38.71, 0.8)"
