Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,seed
0.8143,0.8199,0.8597,0.8597,0.575,0.5553,0.5033,0.8013,0.5031,1990
0.8234,0.8275,0.8632,0.8625,0.5787,0.5611,0.4989,0.8023,0.4989,1991
0.8242,0.8287,0.8605,0.8602,0.5742,0.5546,0.51,0.7935,0.5095,1992
0.8517,0.8532,0.8718,0.8704,0.5656,0.5437,0.5167,0.7975,0.5161,1993
0.83,0.8344,0.8704,0.8701,0.5662,0.5486,0.505,0.7992,0.5057,1994
