Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8206,0.7068,0.453,0.8239,0.3617,0.7241,0.3723,1990
0.8403,0.698,0.4333,0.8429,0.3679,0.7234,0.4055,1991
0.8096,0.6849,0.3917,0.8142,0.3801,0.7021,0.3895,1992
0.814,0.7024,0.4508,0.8191,0.3689,0.7103,0.4,1993
0.8184,0.7199,0.4595,0.8237,0.3524,0.7275,0.3676,1994
