Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8206,0.7002,0.4267,0.8234,0.3783,0.702,0.3841,1990
0.8184,0.6958,0.4442,0.8216,0.3687,0.7056,0.3872,1991
0.8009,0.6893,0.4289,0.8022,0.3718,0.6996,0.3957,1992
0.8271,0.709,0.4486,0.8276,0.374,0.7072,0.4069,1993
0.8053,0.698,0.4267,0.8104,0.3672,0.7125,0.3925,1994
