Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(82.36, 1.69)","(70.55, 1.64)","(45.51, 1.99)","(82.62, 1.64)","(35.5, 0.49)","(72.74, 0.74)","(36.8, 0.76)"
