Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8293,0.6893,0.4289,0.8315,0.3662,0.7231,0.371,1990
0.8184,0.6696,0.4289,0.8205,0.3685,0.7082,0.381,1991
0.8118,0.6958,0.4201,0.8167,0.3807,0.7037,0.3984,1992
0.8249,0.7068,0.4464,0.8279,0.3591,0.7255,0.3647,1993
0.8162,0.6871,0.4289,0.8201,0.3585,0.7266,0.3793,1994
