Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8074,0.6827,0.453,0.8102,0.3592,0.7127,0.3773,1990
0.7965,0.6849,0.4158,0.8021,0.3696,0.7135,0.3943,1991
0.8031,0.6849,0.453,0.8049,0.3617,0.7226,0.3821,1992
0.8206,0.7002,0.4442,0.8219,0.3621,0.7211,0.3668,1993
0.8228,0.7287,0.4595,0.8272,0.3747,0.7005,0.3973,1994
