Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8096,0.6937,0.4245,0.8133,0.3638,0.7252,0.3852,1990
0.8271,0.709,0.4551,0.8294,0.3608,0.7197,0.3612,1991
0.8249,0.698,0.4551,0.8259,0.3659,0.7102,0.3797,1992
0.8053,0.7046,0.4661,0.8087,0.3682,0.6988,0.3767,1993
0.8271,0.6937,0.4442,0.8311,0.3632,0.7091,0.3784,1994
