Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8249,0.6893,0.442,0.8296,0.3694,0.7056,0.3774,1990
0.8162,0.6958,0.4136,0.8203,0.379,0.7095,0.3933,1991
0.8009,0.6893,0.4158,0.8052,0.3877,0.6888,0.3995,1992
0.8228,0.7112,0.4573,0.8266,0.3493,0.7347,0.3681,1993
0.8118,0.698,0.4245,0.8145,0.3613,0.7182,0.37,1994
