Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
msalm,"(81.32, 0.56)","(81.95, 0.5)","(86.33, 0.3)","(86.38, 0.28)","(56.94, 0.74)","(55.08, 0.71)","(51.01, 0.56)","(80.0, 0.49)","(51.01, 0.55)"
