Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8271,0.6761,0.3917,0.8309,0.3772,0.7078,0.3826,1990
0.8184,0.6827,0.4136,0.8208,0.3767,0.7001,0.3991,1991
0.8249,0.7068,0.4792,0.8286,0.3503,0.7304,0.366,1992
0.8184,0.7265,0.477,0.8216,0.3537,0.7274,0.3613,1993
0.8206,0.7133,0.4792,0.8219,0.356,0.7309,0.367,1994
