Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,seed
0.8283,0.8328,0.8696,0.8693,0.5742,0.5527,0.5076,0.803,0.5074,1990
0.8188,0.8243,0.8652,0.8652,0.5712,0.5525,0.5066,0.8039,0.5069,1991
0.8281,0.8324,0.8679,0.8675,0.5742,0.5555,0.5026,0.8028,0.5025,1992
0.8227,0.8268,0.8602,0.8595,0.5737,0.5568,0.5096,0.7972,0.5097,1993
0.8191,0.8247,0.8649,0.8652,0.581,0.5608,0.5042,0.8043,0.5042,1994
