Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(80.79, 1.28)","(69.24, 1.29)","(43.41, 2.75)","(81.16, 1.23)","(37.1, 1.91)","(70.7, 2.59)","(39.01, 2.11)"
