Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.814,0.7068,0.4508,0.8189,0.3559,0.7248,0.3733,1990
0.7856,0.6696,0.3829,0.7895,0.407,0.6568,0.4295,1991
0.8074,0.6915,0.4289,0.8122,0.3737,0.7081,0.395,1992
0.8074,0.6915,0.4595,0.811,0.3621,0.7188,0.3775,1993
0.8249,0.7024,0.4486,0.8263,0.3561,0.7264,0.3754,1994
