Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(81.88, 1.4)","(70.72, 0.8)","(43.63, 1.9)","(82.26, 1.28)","(36.42, 0.87)","(72.37, 0.99)","(37.4, 0.91)"
