Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(82.45, 1.23)","(69.5, 1.43)","(44.42, 2.08)","(82.78, 1.18)","(36.09, 0.96)","(72.24, 1.22)","(37.39, 1.73)"
