Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(81.36, 0.45)","(69.5, 0.79)","(44.16, 0.87)","(81.72, 0.42)","(36.27, 0.36)","(72.05, 0.6)","(37.64, 0.48)"
