Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8184,0.7024,0.4486,0.8232,0.3636,0.7185,0.3794,1990
0.8337,0.6937,0.4376,0.8358,0.3687,0.716,0.3952,1991
0.8228,0.7068,0.4464,0.8261,0.366,0.7113,0.378,1992
0.7921,0.6696,0.4354,0.7966,0.3646,0.7167,0.372,1993
0.8271,0.7002,0.4573,0.8319,0.3674,0.7167,0.3817,1994
