Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8206,0.698,0.4376,0.8248,0.3721,0.7117,0.3936,1990
0.8096,0.698,0.4376,0.8142,0.3753,0.7118,0.3987,1991
0.8271,0.709,0.4508,0.8311,0.3672,0.7101,0.3885,1992
0.8228,0.6958,0.4289,0.8257,0.3701,0.7069,0.3782,1993
0.8009,0.6718,0.442,0.8041,0.3834,0.693,0.4031,1994
