Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,seed
0.8347,0.8388,0.8729,0.8725,0.5709,0.5523,0.5053,0.7998,0.5058,1994
