Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
msalm,"(83.47, 0.0)","(83.88, 0.0)","(87.29, 0.0)","(87.25, 0.0)","(57.09, 0.0)","(55.23, 0.0)","(50.53, 0.0)","(79.98, 0.0)","(50.58, 0.0)"
