Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
msalm,"(81.25, 0.96)","(81.86, 0.84)","(86.33, 0.43)","(86.36, 0.39)","(57.62, 0.69)","(55.72, 0.67)","(50.38, 0.57)","(80.28, 0.3)","(50.39, 0.57)"
