Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8206,0.7112,0.4617,0.8239,0.3622,0.7198,0.375,1990
0.814,0.7068,0.4705,0.8173,0.3655,0.7207,0.4088,1991
0.8184,0.6915,0.4289,0.8228,0.3704,0.71,0.3858,1992
0.8337,0.7046,0.4683,0.836,0.3656,0.7165,0.3787,1993
0.8228,0.7068,0.453,0.8278,0.3602,0.7242,0.3809,1994
