Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,seed
0.8285,0.8325,0.8632,0.8628,0.5763,0.5559,0.5078,0.8013,0.5075,1990
0.8242,0.8285,0.861,0.8606,0.5739,0.557,0.5028,0.7975,0.5028,1991
0.8332,0.8373,0.8704,0.8701,0.5752,0.5566,0.5037,0.8027,0.5031,1992
0.821,0.8264,0.8643,0.8645,0.5733,0.5525,0.5091,0.8,0.5091,1993
0.8337,0.8378,0.8745,0.8742,0.5705,0.5518,0.5052,0.7998,0.5058,1994
