Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(81.31, 1.24)","(69.06, 1.16)","(42.71, 1.49)","(81.57, 1.25)","(37.82, 0.51)","(69.58, 0.52)","(39.51, 0.79)"
