Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8381,0.7133,0.4245,0.8408,0.3685,0.7202,0.3737,1990
0.8096,0.6937,0.4683,0.813,0.3635,0.709,0.382,1991
0.8074,0.6937,0.4508,0.8099,0.3718,0.7023,0.3796,1992
0.8271,0.6937,0.4245,0.8297,0.3673,0.7209,0.381,1993
0.8074,0.6849,0.4354,0.8107,0.3561,0.724,0.3754,1994
