Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8053,0.6827,0.4223,0.8106,0.38,0.7031,0.3961,1990
0.8206,0.6958,0.4442,0.8254,0.3659,0.7097,0.4073,1991
0.8096,0.6827,0.4114,0.8142,0.3925,0.6706,0.4198,1992
0.8381,0.7177,0.4639,0.8396,0.3521,0.7298,0.3649,1993
0.8118,0.7046,0.4333,0.815,0.3718,0.7107,0.3805,1994
