Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8228,0.6958,0.4442,0.8264,0.3509,0.7336,0.3566,1990
0.8074,0.6827,0.4311,0.8099,0.3678,0.712,0.3894,1991
0.8184,0.6849,0.4245,0.8223,0.3695,0.7125,0.3796,1992
0.8403,0.698,0.4333,0.8431,0.3661,0.7153,0.3778,1993
0.814,0.6893,0.4595,0.8162,0.3671,0.6919,0.3652,1994
