Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8184,0.7155,0.4267,0.8234,0.3674,0.723,0.3711,1990
0.8425,0.6958,0.4464,0.8444,0.3637,0.7261,0.4164,1991
0.8315,0.698,0.4114,0.8335,0.3784,0.6988,0.406,1992
0.8271,0.7112,0.442,0.8311,0.3608,0.7215,0.3789,1993
0.8162,0.7046,0.4617,0.8209,0.3541,0.7212,0.3771,1994
