Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8271,0.7002,0.4617,0.8286,0.3683,0.7001,0.3752,1990
0.8249,0.7046,0.4661,0.8286,0.365,0.719,0.3723,1991
0.8271,0.7046,0.4508,0.8304,0.3675,0.7129,0.3893,1992
0.814,0.6674,0.4486,0.8173,0.3665,0.7068,0.3741,1993
0.8031,0.6849,0.4333,0.8038,0.3793,0.7028,0.3949,1994
