Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
msalm,"(81.77, 0.56)","(82.37, 0.5)","(86.48, 0.16)","(86.52, 0.17)","(57.53, 0.42)","(55.62, 0.38)","(50.51, 0.28)","(79.88, 0.15)","(50.5, 0.27)"
