Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8053,0.6849,0.4267,0.8097,0.3728,0.7057,0.3938,1990
0.8271,0.6958,0.4398,0.8307,0.3583,0.7248,0.3632,1991
0.8074,0.6849,0.4267,0.8117,0.3633,0.7199,0.375,1992
0.8096,0.6871,0.4486,0.813,0.3639,0.717,0.389,1993
0.8009,0.6958,0.4245,0.8044,0.3744,0.7074,0.3828,1994
