Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
msalm,"(82.01, 0.52)","(82.56, 0.47)","(86.64, 0.21)","(86.66, 0.2)","(57.16, 0.61)","(55.3, 0.49)","(50.63, 0.46)","(79.82, 0.32)","(50.65, 0.47)"
