Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8053,0.6849,0.4508,0.8113,0.3715,0.7052,0.3924,1990
0.8053,0.6915,0.4398,0.8102,0.3629,0.7223,0.3677,1991
0.8162,0.698,0.4376,0.8179,0.3714,0.7092,0.3874,1992
0.8381,0.7046,0.4617,0.8393,0.3542,0.7276,0.3889,1993
0.8206,0.7068,0.4311,0.8219,0.3755,0.7052,0.3937,1994
