Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8184,0.6871,0.407,0.8234,0.3737,0.7114,0.3837,1990
0.8271,0.7046,0.453,0.8319,0.3585,0.7212,0.3834,1991
0.8031,0.6761,0.4026,0.8075,0.3849,0.6944,0.3951,1992
0.7987,0.6783,0.4245,0.8037,0.376,0.6989,0.3937,1993
0.8293,0.698,0.4376,0.8322,0.3666,0.721,0.3805,1994
