Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8228,0.7112,0.453,0.8257,0.3656,0.7114,0.3778,1990
0.8271,0.6783,0.4245,0.8266,0.3771,0.705,0.3863,1991
0.7987,0.6827,0.4311,0.8048,0.3702,0.7085,0.3848,1992
0.8249,0.6893,0.4136,0.8284,0.3776,0.698,0.3831,1993
0.8096,0.6718,0.4508,0.8119,0.3839,0.6808,0.4138,1994
