Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
msalm,"(81.65, 1.11)","(82.24, 0.99)","(86.7, 0.36)","(86.73, 0.34)","(57.35, 0.53)","(55.5, 0.39)","(50.47, 0.2)","(80.31, 0.35)","(50.49, 0.21)"
