Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8009,0.6849,0.4333,0.8061,0.3733,0.712,0.3787,1990
0.8009,0.6915,0.4136,0.8059,0.3779,0.7083,0.3941,1991
0.8184,0.7068,0.4573,0.8228,0.3576,0.7254,0.371,1992
0.8074,0.6871,0.4092,0.8113,0.3642,0.72,0.3799,1993
0.8228,0.7046,0.4398,0.8268,0.3667,0.7148,0.3819,1994
