Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8118,0.6761,0.4289,0.8148,0.3765,0.6952,0.4021,1990
0.814,0.7002,0.4333,0.8173,0.3724,0.7042,0.3877,1991
0.7943,0.6761,0.4223,0.8,0.3702,0.7088,0.3842,1992
0.8118,0.674,0.4048,0.8167,0.372,0.7084,0.3963,1993
0.7965,0.6718,0.4223,0.8009,0.3738,0.7086,0.3882,1994
