Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
msalm,"(82.56, 0.53)","(83.01, 0.48)","(86.5, 0.13)","(86.46, 0.13)","(57.27, 0.37)","(55.34, 0.44)","(50.55, 0.5)","(79.85, 0.38)","(50.54, 0.51)"
