Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8359,0.6958,0.4354,0.8381,0.3716,0.7072,0.3876,1990
0.8228,0.6893,0.4442,0.8218,0.361,0.7281,0.3847,1991
0.8228,0.7024,0.4639,0.8254,0.3511,0.7281,0.358,1992
0.8118,0.7068,0.4573,0.8169,0.3564,0.7276,0.3632,1993
0.8228,0.6827,0.4683,0.8242,0.3595,0.7156,0.3645,1994
