Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
msalm,"(81.01, 1.07)","(69.19, 0.52)","(43.63, 1.6)","(81.31, 1.01)","(36.78, 0.64)","(71.34, 0.85)","(38.39, 1.1)"
