Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8206,0.6805,0.4508,0.8246,0.3596,0.7227,0.3709,1990
0.8228,0.7024,0.4508,0.8264,0.3597,0.7222,0.3738,1991
0.8096,0.6958,0.4661,0.8138,0.3665,0.7118,0.3822,1992
0.8074,0.7002,0.4442,0.8092,0.3601,0.7267,0.3779,1993
0.814,0.6937,0.442,0.8176,0.3654,0.7193,0.3917,1994
