Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.814,0.7024,0.4158,0.8195,0.3667,0.7146,0.3833,1990
0.8053,0.6915,0.4464,0.8113,0.374,0.7022,0.39,1991
0.814,0.6849,0.4464,0.8173,0.3694,0.7105,0.3903,1992
0.8074,0.7155,0.4683,0.8113,0.3637,0.7193,0.3728,1993
0.8206,0.7002,0.4551,0.8244,0.3631,0.722,0.3817,1994
