Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8096,0.7046,0.4464,0.814,0.3707,0.7033,0.3868,1990
0.7965,0.6652,0.4158,0.8023,0.3758,0.7059,0.4045,1991
0.8359,0.6783,0.4223,0.836,0.3968,0.6713,0.44,1992
0.8096,0.7002,0.4267,0.814,0.369,0.7095,0.3736,1993
0.8162,0.6783,0.4201,0.8203,0.3706,0.7088,0.3985,1994
