Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
msalm,"(83.58, 0.0)","(83.98, 0.0)","(87.26, 0.0)","(87.23, 0.0)","(57.33, 0.0)","(55.48, 0.0)","(50.42, 0.0)","(79.98, 0.0)","(50.48, 0.0)"
