Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,seed
0.8315,0.8354,0.8663,0.8658,0.5712,0.5495,0.5101,0.7977,0.51,1990
0.8154,0.8219,0.8663,0.867,0.5662,0.5473,0.5071,0.7984,0.5074,1991
0.8146,0.8208,0.8649,0.8654,0.5694,0.551,0.5139,0.7916,0.5144,1992
0.8244,0.8294,0.8676,0.8676,0.5731,0.5518,0.5098,0.7987,0.5093,1993
0.8326,0.8367,0.8649,0.8648,0.563,0.5488,0.512,0.7921,0.5126,1994
