Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8118,0.6937,0.4508,0.816,0.3647,0.7093,0.3711,1990
0.8031,0.6718,0.4179,0.8079,0.38,0.6939,0.3918,1991
0.8096,0.7068,0.4486,0.8146,0.3616,0.7181,0.3703,1992
0.8228,0.6915,0.4442,0.8266,0.3701,0.7196,0.3766,1993
0.8206,0.698,0.4267,0.8254,0.3675,0.7217,0.39,1994
